hotel_uid,review_uid,additional_scoring,flag_processed,flag_validated,negative_review,negative_review_words,positive_review,positive_review_words,reviewer_nationality,reviewer_reviews_count,reviewer_score
8133ca13-7114-44f5-bbcb-2226ee3cb8df,cc121e00-2b42-11b2-8080-808080808080,1243,,, We stayed in apartment on other side of the street The shower was very small and air condition not so very good The bed was about 140 cm ,30, Personalen Staff was fantastic service super Very close to Hyde Park and go distance to Heathrow Express ,19, Sweden ,39,8.8
8133ca13-7114-44f5-bbcb-2226ee3cb8df,c49c4600-2b3d-11b2-8080-808080808080,1243,,, 1 The room was a little bit small but was okey for a solo traveler 2 The fire alarm rang on both of the two days of my stay at around 8 00 a m and despite being a false alarm it was a bit disquieting ,48, Staff were friendly and helpful they allowed me to keep my luggage after checkout for the rest of the day The area around the hotel is quiet There are few grocery shops gift shops and restaurants close to the hotel Paddington train and underground stations are less than 5 minutes walk from the hotel ,56, Bahrain ,2,10.0
8133ca13-7114-44f5-bbcb-2226ee3cb8df,911cae00-2b3d-11b2-8080-808080808080,1243,,, Our room had Street noise ,7, Location is great and rooms are clean ,9, United States of America ,2,8.3
8133ca13-7114-44f5-bbcb-2226ee3cb8df,289f8600-2b3c-11b2-8080-808080808080,1243,,, The room was the tiniest room I have ever stayed in and as such the value for money is disappointing There was not enough room to walk around the bed I would not stay here again because of this ,41, Clean room great location close to Paddington and Lancaster Gate tube stations Staff really friendly and happy to help I was moved rooms without a problem as the first one I was given was in the basement and I had specifically asked for one on a higher level not sure why my initial request was overlooked ,58, Australia ,8,7.1
8133ca13-7114-44f5-bbcb-2226ee3cb8df,2129ae00-2b37-11b2-8080-808080808080,1243,,, Rooms were very small so with 2 large suitcases put on the floor there wasn t much room to walk around but it didn t really matter entirely for a short night stay ,35, Hotel was very nice and modern Staff were very friendly and helpful A handy phone was provided which we were able to take out with us to use Internet maps phone calls and texts which was a great bonus Buffet breakfast was had a good variety 5 10 minute walk to the Paddington station so it was very convenient ,61, Australia ,3,10.0
8133ca13-7114-44f5-bbcb-2226ee3cb8df,edaa1600-2b36-11b2-8080-808080808080,1243,,, Getting to the room was like navigating a maze If I had had heavy luggage or a lot of it it would have been difficult to manage all the fire doors The valet helped me on the way in and I probably could have called for help on the way out but I just dealt with it myself ,60, The room was very very quiet clean and stylish The staff were great generous attentive and unpretentious Location is good too ,23, United States of America ,8,8.8
8133ca13-7114-44f5-bbcb-2226ee3cb8df,b72e8e00-2b34-11b2-8080-808080808080,1243,,, There weren t enough drawers or places to just put things eg flat surfaces ,16, The room though small was comfortable and well serviced The lights outside our door to indicate maid service or do not disturb was a great idea as was the free take it with you mobile device And free wifi in our room The staff were excellent Very helpful and charming ,52, Australia ,5,9.2
8133ca13-7114-44f5-bbcb-2226ee3cb8df,502f5e00-2b34-11b2-8080-808080808080,1243,,, The size of the room,6, Location of the hotel,5, Malaysia ,6,7.5
8133ca13-7114-44f5-bbcb-2226ee3cb8df,7f350e00-2b31-11b2-8080-808080808080,1243,,, If you dislike small spaces don t book a Compact Room they are tiny ,16, The staff were very friendly and accommodating The location is great ,13, United Kingdom ,4,7.9
8133ca13-7114-44f5-bbcb-2226ee3cb8df,7abb2600-2b2e-11b2-8080-808080808080,1243,,, Ac was horrible Stifling hot in room ,9,No Positive,0, United States of America ,2,5.8
8133ca13-7114-44f5-bbcb-2226ee3cb8df,acbcc600-2b2d-11b2-8080-808080808080,1243,,,No Negative,0, VERY friendly staff The manager cleared up for us a bug with the Booking com software cancelled room still showed up as reserved Took a club room after reading that the standard rooms were too small It was a relatively large room Very clean Requested quiet room got one in the 1st floor by the elevators but the guy who took us there swore we won t hear a thing and it was so The room was very quiet The hotel is near Paddington and Lancaster Gate stations Plenty of coffee houses nearby Took a room w o breakfast the 1st day we had breakfast at Starbucks at Paddington the 2nd day in the nice cafe in nearby Kensignton Gardens ,122, Israel ,74,10.0
8133ca13-7114-44f5-bbcb-2226ee3cb8df,123dfe00-2b2d-11b2-8080-808080808080,1243,,, The room was so small that you can hardly move or open the suitcases I booked a double room but I think it s for a single bed instead of double ,33, Nice hotel and staff were also nice and very helpful Very close to tube station ,17, Indonesia ,26,7.9
8133ca13-7114-44f5-bbcb-2226ee3cb8df,ab3ece00-2b2c-11b2-8080-808080808080,1243,,,No Negative,0, Mr ALEX He is the best on his duty ,11, Turkey ,1,7.1
8133ca13-7114-44f5-bbcb-2226ee3cb8df,a9c0d600-2b2b-11b2-8080-808080808080,1243,,, Music playing from gym in the hotel from 07 00 AM ,13, Cleanliness friendly staff facilities ,6, Sweden ,2,8.3
8133ca13-7114-44f5-bbcb-2226ee3cb8df,76413e00-2b2b-11b2-8080-808080808080,1243,,, Tiny room overall though unsurprising given it s in London ,12, Nicely appointed modern with USB outlets Everything in good condition ,12, United States of America ,1,8.3
8133ca13-7114-44f5-bbcb-2226ee3cb8df,42c1a600-2b2b-11b2-8080-808080808080,1243,,, Very small room probably usual for Central London Bathroom recently refurbished but new shower leaked onto the floor Air conditioning good ,23,No Positive,0, United Kingdom ,4,7.1
8133ca13-7114-44f5-bbcb-2226ee3cb8df,0dc41600-2b2a-11b2-8080-808080808080,1243,,, We have asked the room to be made several times but cleaning wasnt done properly any of the days Only bathroom seemed to have been done properly ,29, Staff were very nice Boys at the concierge Showed us around the area ,15, United Arab Emirates ,4,6.3
8133ca13-7114-44f5-bbcb-2226ee3cb8df,cb58ce00-2b1f-11b2-8080-808080808080,1243,,,No Negative,0, Help from staff,4, South Africa ,1,9.6
8133ca13-7114-44f5-bbcb-2226ee3cb8df,f5e49600-2b19-11b2-8080-808080808080,1243,,, Our room had Street noise ,7, Location is great and rooms are clean ,9, United States of America ,2,8.3
8133ca13-7114-44f5-bbcb-2226ee3cb8df,c264fe00-2b19-11b2-8080-808080808080,1243,,,No Negative,0, I had two rooms booked for one night One which which was upgraded to a club room Both was very nice and immaculate clean quiet considering it is in London The staff are excellent polite and very helpful It was also my birthday on the date we arrived and a cake and card was left in my room by staff which I thought was a very nice touch Already booked my next stay ,75, United Kingdom ,4,10.0
8133ca13-7114-44f5-bbcb-2226ee3cb8df,59e7d600-2b18-11b2-8080-808080808080,1243,,, Everything was good ,5, All staff for very polite and approachable my room was very clean spacious and the bed was comfy ,20, United Kingdom ,3,10.0
8133ca13-7114-44f5-bbcb-2226ee3cb8df,f2120700-2b15-11b2-8080-808080808080,1243,,,No Negative,0, Location service comfortable beds ,6, United Kingdom ,9,10.0
8133ca13-7114-44f5-bbcb-2226ee3cb8df,be926f00-2b15-11b2-8080-808080808080,1243,,, Wifi was poor some unpleasant odours coming from air conditioning,11, Rooms are small but adequate for short business stay Didn t have breakfast so can t comment ,19, United Kingdom ,2,7.1
8133ca13-7114-44f5-bbcb-2226ee3cb8df,b2a2af00-2b0d-11b2-8080-808080808080,1243,,, Nothing people need to be less pernickerty ,9, Comfy bed immaculate rooms heated bathroom floor helpful staff warm rooms waking distance from stations Hyde park and several pubs ,22, United Kingdom ,2,9.2
8133ca13-7114-44f5-bbcb-2226ee3cb8df,6d3b7700-2b01-11b2-8080-808080808080,1243,,,No Negative,0, Friendly reception Not a large room but okay if you use the room just to sleep Fine shower The room was clean and the bed was fine We want to return here ,34, Netherlands ,42,8.8
8133ca13-7114-44f5-bbcb-2226ee3cb8df,063c4700-2b01-11b2-8080-808080808080,1243,,, Room size was horrible and it was on ground floor capturing all street noise Not quite appealing and defo doesn t worth 135 pounds a night,27, Location,2, United Arab Emirates ,11,4.6
8133ca13-7114-44f5-bbcb-2226ee3cb8df,36bfef00-2aff-11b2-8080-808080808080,1243,,, Room a little small and noise from above rooms shower in the morning ,15, Staff and Manager very attentive and helpful Room spotless and modern ,13, United Kingdom ,1,9.2
8133ca13-7114-44f5-bbcb-2226ee3cb8df,9c412700-2afe-11b2-8080-808080808080,1243,,, The room that i booked deluxe was a bit too small for 2 people with luggage but the manager was kind enough to upgrade us to a club room since it was available at the time ,38, The staff were very friendly and helpful They attended to every single requirement The club room was nice and spacious neat and tidy ,25, Bahrain ,6,9.2
8133ca13-7114-44f5-bbcb-2226ee3cb8df,ce42c700-2afd-11b2-8080-808080808080,1243,,, The size of the room The access to the room maze ,13, The location ,4, United Kingdom ,9,6.7
8133ca13-7114-44f5-bbcb-2226ee3cb8df,c02db600-2af5-11b2-8080-808080808080,1243,,, Breakfast,2,No Positive,0, Norway ,1,8.3
8133ca13-7114-44f5-bbcb-2226ee3cb8df,ec377600-2af0-11b2-8080-808080808080,1243,,,No Negative,0, The hotel has a perfect location We were impressed by the cleanleness of the rooms The staff was very friendly Make sure when u go their ask for Michel he is very nice person This hotel has one gap which is very tiny beds that can t be considered as a double room ,55, Lebanon ,2,8.8
8133ca13-7114-44f5-bbcb-2226ee3cb8df,4ebcbe00-2aee-11b2-8080-808080808080,1243,,,No Negative,0, Staff great helpful breakfast plentiful hotel conditions nice but the only point was the bar not very bar looking no nic nacs very bland and don t stay long,30, United Kingdom ,1,9.0
8133ca13-7114-44f5-bbcb-2226ee3cb8df,1b3d2600-2aee-11b2-8080-808080808080,1243,,, Took me three rooms until I was satisfied the first room was like a bunker no windows it said deluxe double the second wasn t finished it looked like partially finished the third was better but i should not of had to complain very disappointed for the money I paid for staying I would definitely not be back there ,61, Staff were very helpful and tried there best to help ,12, United Kingdom ,1,4.6
8133ca13-7114-44f5-bbcb-2226ee3cb8df,19bf2e00-2aed-11b2-8080-808080808080,1243,,, Basically only one thing we ordered a dish of ice cream and there were two cookies in the ice cream the little roll one was good the fan shaped one was very stale ,35, The staff was very helpful the location was very handy for the underground places to eat and walk to ,21, United States of America ,1,9.6
8133ca13-7114-44f5-bbcb-2226ee3cb8df,e1c5ae00-2ae9-11b2-8080-808080808080,1243,,,No Negative,0, We ll stay here again and we ll recommend this hotel to other people we know who wish to stay over night in London,25, United Kingdom ,1,10.0
8133ca13-7114-44f5-bbcb-2226ee3cb8df,f76de600-2ad5-11b2-8080-808080808080,1243,,, This was the worst room I have ever stayed Tiny and dark nothing like what I had seen on the website photos I wouldn t have booked at the hotel had I seen the true photos I would never recommend this hotel ,44, Polite staff,3, United Kingdom ,1,5.8
8b4aa4c3-0615-4f31-bd0f-5b7aa958c85f,d42f4f00-2b46-11b2-8080-808080808080,42,,, Breakfast,2,No Positive,0, Lebanon ,2,8.3
70c06a66-62ee-4c49-aa53-9a18713b540d,33e14e00-2adc-11b2-8080-808080808080,135,,, None,2, 1 Great people 2 Fastest Internet O have ever had ANYWHERE in the world 50MB 3 Aircon works on stun 4 Very clean,24, United Kingdom ,9,9.6
2742be94-643e-4492-85a8-af8b7a365302,0db8be00-2b6f-11b2-8080-808080808080,211,,, Bath a little high sided for easy access and with no separate shower this could be worth knowing ,20, Very elegant public areas plus pretty internal terrace In a quiet location especially interior facing rooms In room mini suite facilities very good with lovely Hermes toiletries in bathroom ,31, United Kingdom ,1,9.6
2742be94-643e-4492-85a8-af8b7a365302,169a9700-2b51-11b2-8080-808080808080,211,,,No Negative,0, service conciergerie restaurants taxis ,6, France ,1,10.0
2742be94-643e-4492-85a8-af8b7a365302,e19d0700-2b4f-11b2-8080-808080808080,211,,,No Negative,0, We have stayed here several times in the past The rooms have all been upgraded concierge service is tops and the Laurent Jazz Bar is one of the best in Paris Everything is at your fingertips Convenient location for left and right bank Really a good value for your money ,52, United States of America ,2,10.0
2742be94-643e-4492-85a8-af8b7a365302,39b08700-2b46-11b2-8080-808080808080,211,,,No Negative,0, Great location friendly staff comfy bed The hotel is such a charm The room is beautifully decorated Definitely will stay there again ,24, Belgium ,2,10.0
2742be94-643e-4492-85a8-af8b7a365302,ec1a2700-2b11-11b2-8080-808080808080,211,,,No Negative,0, Beautiful hotel with lovely staff in an amazing location ,11, United Kingdom ,1,10.0
2742be94-643e-4492-85a8-af8b7a365302,839cff00-2b10-11b2-8080-808080808080,211,,,No Negative,0, Breakfast wasn t cheap but it was top quality Also a live Jazz band in the hotel bar was a WoW ,23, United Kingdom ,3,10.0
2742be94-643e-4492-85a8-af8b7a365302,19a1df00-2b0e-11b2-8080-808080808080,211,,,No Negative,0, Beautiful hotel fabulous room Staff charming I adored this hotel ,12, Ireland ,2,10.0
2742be94-643e-4492-85a8-af8b7a365302,b2a2af00-2b0d-11b2-8080-808080808080,211,,,No Negative,0, Great location we love staying in the 6th Lots of cool cafes and restaurants in the immediate area We had a slight issue with our room and the hotel staff was on it right away D Aubusson definitely pays attention to every detail We loved how they were constantly working to make you feel very special It s the little touches that count and Hotel D Abusson got it right I would stay here again ,77, United States of America ,8,9.6
2742be94-643e-4492-85a8-af8b7a365302,0db21f00-2b06-11b2-8080-808080808080,211,,, Nothing at all ,5, Large by Paris standards comfortable beautifully decorated room with complimentary wine on our first night ,17, United Kingdom ,29,9.6
2742be94-643e-4492-85a8-af8b7a365302,65c59f00-2afc-11b2-8080-808080808080,211,,,No Negative,0, The staff is wonderful the location is great and it is quite simply a pleasure to stay there And you are surrounded by of all sorts of restaurants cafes and food shops etc that make dining easy depending on your preference of the moment ,46, United States of America ,2,10.0
2742be94-643e-4492-85a8-af8b7a365302,f6a93e00-2af7-11b2-8080-808080808080,211,,,No Negative,0, We enjoyed the bar entertainment The help at the front desk for tickets taxis restaurant referrals was excellent We felt very secure and welcomed in Paris ,28, United States of America ,1,9.2
541e1964-a83b-4886-8d89-a11ca982307e,4d281600-2b77-11b2-8080-808080808080,452,,, Bedrooms especially bathroom could do with up date,9, Commual areas very well maintained,6, United Kingdom ,2,6.7
541e1964-a83b-4886-8d89-a11ca982307e,10a2b700-2b4d-11b2-8080-808080808080,452,,,No Negative,0, Great location and very pleasant staff,7, United Kingdom ,3,10.0
541e1964-a83b-4886-8d89-a11ca982307e,dba52700-2b4b-11b2-8080-808080808080,452,,, shower flooded the bathroom and bottom sheet was dirty put card out to refresh room but it was not done ,22, Sausages were good quality comfy bed good central location,10, United Kingdom ,7,8.8
541e1964-a83b-4886-8d89-a11ca982307e,0c28cf00-2b4a-11b2-8080-808080808080,452,,, The riom was too small,6, Location,2, Italy ,30,8.8
541e1964-a83b-4886-8d89-a11ca982307e,bea46600-2b39-11b2-8080-808080808080,452,,, Air con not working properly much too hot Staff emptying or filling up bottle bins late at night woke us up The smell of cigarettes coming in the window from staff having a cigarette break ,37, The location,3, United Kingdom ,3,6.7
541e1964-a83b-4886-8d89-a11ca982307e,8b24ce00-2b39-11b2-8080-808080808080,452,,, Nothing,2, The location was perfect with a tube station within a 2 minutes walk and the bus stop to Euston station around the corner ,25, United Kingdom ,18,10.0
541e1964-a83b-4886-8d89-a11ca982307e,16b7e600-2b30-11b2-8080-808080808080,452,,,No Negative,0, Really friendly staff who offered help and advice,9, United Kingdom ,12,7.9
541e1964-a83b-4886-8d89-a11ca982307e,42c1a600-2b2b-11b2-8080-808080808080,452,,, Self service breakfast not replenished very quickly Not told when purchasing a breakfast voucher it is down stairs in a basement and self service buffet ,27, Good location,3, United Kingdom ,5,7.1
541e1964-a83b-4886-8d89-a11ca982307e,384fde00-2b24-11b2-8080-808080808080,452,,, No slippers,3,No Positive,0, Hong Kong ,7,9.2
541e1964-a83b-4886-8d89-a11ca982307e,4a258700-2b0c-11b2-8080-808080808080,452,,, Room is small was smell of paint ,9, Quite near hayd park staff,6, Oman ,8,7.1
541e1964-a83b-4886-8d89-a11ca982307e,86b63e00-2af1-11b2-8080-808080808080,452,,, Noisy Be prepared to listen to pub noise until late into the night as well as busy traffic along Bayswater Road ,23, Great location and friendly staff ,7, Canada ,10,6.3
541e1964-a83b-4886-8d89-a11ca982307e,13c74e00-2ae9-11b2-8080-808080808080,452,,,No Negative,0, Good WiFi Great location next Lancaster station Hyde Park and short walk to Paddington ,16, Norway ,6,8.3
f6df6158-74af-4064-b7d3-6f15c093b852,4baa1e00-2b76-11b2-8080-808080808080,617,,, Despite being a frequent guest no early check in or slightly late check out Front office staff are cold ,21, The location The breakfast ,6, Mauritius ,3,7.9
f6df6158-74af-4064-b7d3-6f15c093b852,ab337600-2b71-11b2-8080-808080808080,617,,, Bit expensive but worth it,6, Just a great quality hotel fantastic to treat yourself for a weekend,13, United Kingdom ,27,9.6
f6df6158-74af-4064-b7d3-6f15c093b852,04c4ee00-2b69-11b2-8080-808080808080,617,,, There was a cigarettes smell in the room coming from anther rooms ,14, The location of the hotel ,7, United Arab Emirates ,18,9.2
f6df6158-74af-4064-b7d3-6f15c093b852,004b0600-2b66-11b2-8080-808080808080,617,,,No Negative,0, Poached eggs were perfect Staff were super efficient thank you Loved the view from our garden room over Kensington Gardens,21, United Kingdom ,1,10.0
f6df6158-74af-4064-b7d3-6f15c093b852,e19d0700-2b4f-11b2-8080-808080808080,617,,, Everything was excellent,4, very polite and lovely staff,6, Austria ,8,10.0
f6df6158-74af-4064-b7d3-6f15c093b852,a9a38700-2b4c-11b2-8080-808080808080,617,,, The hostesses in the breakfest room bar were useless quite stupid and unoriginased Sad story Change them and how they are working ,24, Everything exept the morning clash with the stupid girls hosting the breakfest ,14, Sweden ,37,9.6
f6df6158-74af-4064-b7d3-6f15c093b852,01b70700-2b43-11b2-8080-808080808080,617,,, Nothing,2, Great location Wonderful stuff Clean and nice room The view of the room was amazing,16, Kuwait ,8,10.0
f6df6158-74af-4064-b7d3-6f15c093b852,30155e00-2b41-11b2-8080-808080808080,617,,, Could not find fault at all,7, The hotel was excellent staff courteous and efficient A wonderful stay The restaurants were of a high quality Recommend the duck in the Asian restaurant a great culinary experience We would thoroughly recommend this hotel ,37, United Kingdom ,1,9.2
f6df6158-74af-4064-b7d3-6f15c093b852,59232e00-2b3a-11b2-8080-808080808080,617,,,No Negative,0, Was amazing could not of chosen a better hotel in London,12, United Kingdom ,1,10.0
f6df6158-74af-4064-b7d3-6f15c093b852,d5ca9600-2b26-11b2-8080-808080808080,617,,, Reception staff were a little condescending once they knew we had book through Booking com The wifi was free for other guests but not for Booking com guests which I found vey irritating ,35, Good position Excellent breakfast Very spacious and comfortable room,10, United Kingdom ,11,8.8
f6df6158-74af-4064-b7d3-6f15c093b852,01d45600-2b22-11b2-8080-808080808080,617,,, Clean and bright ,5, Location is perfect ,5, Saudi Arabia ,8,9.2
f6df6158-74af-4064-b7d3-6f15c093b852,c560ee00-2b1b-11b2-8080-808080808080,617,,, internet is so poor,5, The location is so good,6, Thailand ,10,10.0
f6df6158-74af-4064-b7d3-6f15c093b852,5b65ce00-2b19-11b2-8080-808080808080,617,,, The bed,3, I like the location and the view of the park,11, United Arab Emirates ,2,8.8
f6df6158-74af-4064-b7d3-6f15c093b852,bd147700-2b14-11b2-8080-808080808080,617,,, none,2, I liked the location the most,7, Thailand ,5,9.6
f6df6158-74af-4064-b7d3-6f15c093b852,ec1a2700-2b11-11b2-8080-808080808080,617,,, Having to check out ,6, Location was excellent the nearest Tube Station is Kensington High Street which is 3 mins down the road Food is 1st class service exceptional and the staff are extremely friendly and welcoming ,34, United Kingdom ,4,9.2
f6df6158-74af-4064-b7d3-6f15c093b852,e91e3700-2b0f-11b2-8080-808080808080,617,,, I didn t like the way staff deal with guests Bla khas reception in the hotel and normalize breakfast in the hotel restaurant dealings blunt Expressly asked me not to reserve again through booking com and we give you the biggest and best room but if booked through them will get a smaller room without any features ,59, I like the location of the hotel only ,10, Saudi Arabia ,18,2.9
f6df6158-74af-4064-b7d3-6f15c093b852,442da700-2b08-11b2-8080-808080808080,617,,, None,2, Hotel position quite central near to knightsbrige kensington Good room service menu with middle eastern choices too Friendly reception staff Lovely Spagetti House restaurant right opposite Bust stop just outside the hotel going to Knightsbrige 10min Oxford street 15min Victoria station 15min with frequent buses was excellent Overall a 5 hotel with many amenities around ,57, United Kingdom ,8,7.9
f6df6158-74af-4064-b7d3-6f15c093b852,3541f700-2afe-11b2-8080-808080808080,617,,, Chinese restaurant very nice bit pricey,7, Room was very nice and comfortable,7, United Kingdom ,2,7.5
f6df6158-74af-4064-b7d3-6f15c093b852,97c73f00-2afb-11b2-8080-808080808080,617,,, Nothing at all ,5, The attention to detail ,6, United Kingdom ,2,10.0
f6df6158-74af-4064-b7d3-6f15c093b852,88343600-2af2-11b2-8080-808080808080,617,,, Arrived carrying well travelled backpaks which we dropped on entering reception only to have some guy shove a card in my face telling me I m security are those your s Well if he was really security he would have seen us arrive I truly feel that as we did not arrive by taxi carrying brand name luggage we were treated differently In my life I have learned not to judge a book by its cover and nor should the staff at this hotel treat us like commoners We have stayed at better classed establishments with better service and attention than was received at this one ,108, Location for Royal Albert Hall,6, Australia ,16,5.4
f6df6158-74af-4064-b7d3-6f15c093b852,e4c19e00-2aeb-11b2-8080-808080808080,617,,, The sheet bed and the mattress not clean at all although it was obvious ,16, The view is excellent and the comfort is excellent,10, Oman ,5,7.5
f6df6158-74af-4064-b7d3-6f15c093b852,01dfae00-2add-11b2-8080-808080808080,617,,, The hotel from outside ,6, The personal is very kind and helpful the room was great with a beautiful view of Hyde Park ,20, Germany ,1,9.2
272224ca-6659-463b-8c66-5dfc013334bc,e628e600-2b76-11b2-8080-808080808080,57,,, The water pressure of the shower was a pit weak ,12, I had a nicely decorated cozy room for one on the 4th floor In the mornings the chimney next to my window woke me up with the smell of freshly made pancakes The breakfast It s delicious and nicely diverse even if the sausages and bacon isn t quite your thing I especially loved the mushrooms coffee and the small dutch pancakes I really appreciated that in addition to basic milk also a vegetarian option Alpro s almond milk was served Everything felt fresh and hand made It was also nice that you don t have to pay for the breakfast before actually checking what is served All in all the breakfast was good value for the money 15 Free coffee tea vegetables small muffins croissants etc available in the first floor outside the breakfast hours Also a possibility for take away cups Location The area is rather peaceful but with great public transportation e g trams no 24 and 5 which goes to the city central Also the Amsterdam Zuid train station train to the airport and RAI conference center are less than 20 min walk away Really friendly and helpful staff Possibility to leave your luggage to the hotel before the check in and after the check out The room was quiet and peaceful even though the elevator located almost next to it ,227, Finland ,8,10.0
cbd32ec1-45ee-43fe-9a18-9b9882c304b2,bb8b2700-2b58-11b2-8080-808080808080,53,,, Seems silly but theres no plug next to the bed to charge your phone while laying down,18, The room was so confortable and the hotel is in a quiet neiborghood with a 24h supermarket next door Metro station 50m away ,25, Spain ,17,9.2
cbd32ec1-45ee-43fe-9a18-9b9882c304b2,33c3ff00-2afd-11b2-8080-808080808080,53,,, Service of breakfast,4, People in reception,4, Portugal ,1,5.4
e3680710-799d-46c4-9aa0-2c9c6b979a6c,4594ef00-2b93-11b2-8080-808080808080,628,,, Pull out sofa bed wasn t made up on the first night like we re were advised but as I had a long day and the fact i was ill and already sleeping my auntie who was sleeping on the bed didn t want to call for someone to make the bed so slept with out and quilt or pillow the following night the bed was made up,69, The express breakfast I ordered to the room was fantastic and great value also staff were very helpful and friendly Great stay and would definitely recommend this hotel to friends and family,33, United Kingdom ,1,9.6
e3680710-799d-46c4-9aa0-2c9c6b979a6c,eaa2ce00-2b79-11b2-8080-808080808080,628,,,No Negative,0, Very friendly and helpful staff the breakfast was lovely,10, United Kingdom ,5,8.3
e3680710-799d-46c4-9aa0-2c9c6b979a6c,80a7ae00-2b77-11b2-8080-808080808080,628,,, Nothing,2, Lovely room Most helpful friendly staff and found me car parking space for the duration of my stay ,20, United Kingdom ,12,10.0
e3680710-799d-46c4-9aa0-2c9c6b979a6c,7dabbe00-2b75-11b2-8080-808080808080,628,,, Hotel is actually a long 20 minutes walk from King s Cross station,14, Convenient Spacious rooms,4, Belgium ,8,7.1
e3680710-799d-46c4-9aa0-2c9c6b979a6c,7aafce00-2b73-11b2-8080-808080808080,628,,, The staff was just busying serving others not enough personnel in the reception Not the service I expected to serve with,22,No Positive,0, United Kingdom ,10,6.7
e3680710-799d-46c4-9aa0-2c9c6b979a6c,71bbfe00-2b6d-11b2-8080-808080808080,628,,,No Negative,0, Nice room Good breakfast Good location Friendly staff,9, United Kingdom ,8,9.2
e3680710-799d-46c4-9aa0-2c9c6b979a6c,3cbe6e00-2b6c-11b2-8080-808080808080,628,,,No Negative,0, Great clean hotel and quality staff Very convenient location as I had to take a train from St Pancras International Walking distance ,24, Turkey ,11,10.0
e3680710-799d-46c4-9aa0-2c9c6b979a6c,d5bf3e00-2b6b-11b2-8080-808080808080,628,,, I was asked was there a reason for the trip I said it was for my daughter in law and son s birthdays also there wedding annervesary which was all in that week of booking I had been informed they would have a bottle of wine waiting for them nil given ,53, Breakfast very good,4, United Kingdom ,1,7.5
e3680710-799d-46c4-9aa0-2c9c6b979a6c,9f43b600-2b69-11b2-8080-808080808080,628,,,No Negative,0, The room was great lovely bed I had a sofa as well as a nice big TV and lovely bathroom the Spa was also good ,27, United Kingdom ,1,8.3
e3680710-799d-46c4-9aa0-2c9c6b979a6c,d1455600-2b68-11b2-8080-808080808080,628,,, Air con bit noisy Breakfast prices rather steep Use of pool should be included free of charge ,19, bed comfy Free wifi,5, United Kingdom ,6,6.7
e3680710-799d-46c4-9aa0-2c9c6b979a6c,0346f600-2b68-11b2-8080-808080808080,628,,, Tea and coffee facilities hair dryer,7, Very comfortable bed ,5, United Kingdom ,1,7.1
e3680710-799d-46c4-9aa0-2c9c6b979a6c,65cc3e00-2b65-11b2-8080-808080808080,628,,, Loction,2, Everything,2, Kuwait ,1,9.6
e3680710-799d-46c4-9aa0-2c9c6b979a6c,62d04e00-2b63-11b2-8080-808080808080,628,,, Staff were not great We asked for our luggage to be picked up and said there will be someone there straight away I waited 20 mins before calling again and they then told me they were too busy to collect them I had 4 suitcases ,47, The room was very clean and had everything needed for a good relaxing sleep ,16, United Kingdom ,1,7.9
e3680710-799d-46c4-9aa0-2c9c6b979a6c,fbd11e00-2b62-11b2-8080-808080808080,628,,, accessability from the station needed to take a bus ,11, facilities were new and clean ,7, Japan ,1,8.8
e3680710-799d-46c4-9aa0-2c9c6b979a6c,f8d52e00-2b60-11b2-8080-808080808080,628,,, I made sure it had parking but it really didn t and they charged 20 pounds for parking which they failed to inform I also booked in for breakfast it s was 14 95 and they charged me 20 and then had to go up to the room 3 times before the access card actually worked The quality of food from room Service was poor and not cheap ,70, It was clean Staff was helpful to solve several issues which was the downside ,16, United Kingdom ,1,6.7
e3680710-799d-46c4-9aa0-2c9c6b979a6c,91d5fe00-2b60-11b2-8080-808080808080,628,,, Long que to check In and also Check out,10, Room very clean spacious comfortable,6, United Kingdom ,1,9.6
e3680710-799d-46c4-9aa0-2c9c6b979a6c,5efdbf00-2b5f-11b2-8080-808080808080,628,,, The noise of the lift motors,7, Nice bar environment,4, United Kingdom ,2,6.3
e3680710-799d-46c4-9aa0-2c9c6b979a6c,90ff5f00-2b5e-11b2-8080-808080808080,628,,, the bathroom in the lobby was very very dirty and unkept ,13, Cleanliness and friendliness of staff ,7, Italy ,6,10.0
e3680710-799d-46c4-9aa0-2c9c6b979a6c,c300ff00-2b5d-11b2-8080-808080808080,628,,, paying the gym negative ,6,No Positive,0, Italy ,7,8.8
e3680710-799d-46c4-9aa0-2c9c6b979a6c,8f816700-2b5d-11b2-8080-808080808080,628,,, No food late I tried to get food after 11 0pm ,13, Room quality,3, United Kingdom ,18,9.6
e3680710-799d-46c4-9aa0-2c9c6b979a6c,c1830700-2b5c-11b2-8080-808080808080,628,,, Would have liked tea and coffee access in room not only via room service to pay another 3 50 charge for it as well also be nice if leisure centre access included as free to residents not 3 50 extra,41, Fantastic room lovely staff in restaurant v helpful luxury surroundings nice to have a pool and gym on site as well and very central,25, United Kingdom ,3,10.0
e3680710-799d-46c4-9aa0-2c9c6b979a6c,5a83d700-2b5c-11b2-8080-808080808080,628,,, Breakfast was okay there s a good selection of food but eggs weren t cooked enough and black pudding was overdone Pool closes to children at 18 30hrs think this should be later as we didn t get the chance to use it and kids were upset ,49, Staff were lovely and helpful Room very comfortable and clean ,12, United Kingdom ,1,8.3
